83269.93,40.072725,113.810557,27600,388.7,275.3,0,0,[Record],adsb_icao,27925,0,298,-0.2
83289.49,40.075984,113.764863,27600,388.7,275.3,0,0,,adsb_icao,27925,32,298,-0.2
83309.47,40.079315,113.718018,27600,389.7,275.3,0,0,,adsb_icao,27925,0,298,-0.2
83329.39,40.082565,113.672363,27600,389.6,275.1,0,0,,adsb_icao,27925,0,298,0
83349.2,40.085861,113.625061,27600,389.6,275.1,0,0,[Record],adsb_icao,27925,-32,298,-0.2
83368.99,40.089065,113.578845,27600,390.6,275.1,0,0,,adsb_icao,27925,0,298,0
83388.1,40.092178,113.534241,27600,390.6,275.1,0,0,,adsb_icao,27925,0,298,-0.2
83407.96,40.095428,113.487366,27600,390.6,275.1,0,0,,adsb_icao,27925,0,299,-0.3
83427.35,40.098541,113.442261,27600,391.6,275.1,0,0,[Record],adsb_icao,27925,0,299,-0.3
83447.08,40.101746,113.395508,27600,391.6,275.1,0,0,,adsb_icao,27925,0,298,-0.2
83463.12,40.104309,113.357971,27600,391.6,275.1,0,0,,adsb_icao,27925,0,298,-0.3
83469.54,40.105312,113.343263,27600,391.5,275,0,0,,adsb_icao,27925,-32,298,-0.3
83523.05,40.113739,113.216858,27600,,,1,,[Record],adsb_icao,27925,,,
83537.07,40.115891,113.184387,27600,392.4,274.8,0,0,,adsb_icao,27925,0,299,-0.2
